"DOCUMENTIDENTIFIER","DOCUMENTTYPE","CANONICALPATH"
AWCT38611,ControlTestWorkPaper,/0 - IT09 - Testing Workbook.xlsx
AWCT38362,ControlTestWorkPaper,/IT03.2.1.JPG
AWCT38611,ControlTestWorkPaper,/5 - AWS.xlsx
AWCT38611,ControlTestWorkPaper,/6 - BOA CashPro.xlsx
AWCT38611,ControlTestWorkPaper,/7 - Chase.xlsx
AWCT38611,ControlTestWorkPaper,/8 - Wells Fargo.xlsx
AWCT38611,ControlTestWorkPaper,/1 - NetSuite.xlsx
AWCT38461,ControlTestWorkPaper,/R11/Support/R11.1A_FW Billing against Accrued - February 2016.pdf
AWCT38461,ControlTestWorkPaper,/R11/Support/R11.4C_August 2016 - Closing Checklist.xlsx
CIT39638,ControlTesterTestItem,/R12/Support/R12.16B_Credit Memo - NetSuite (Ziff Davis LLC).pdf
AWCT38461,ControlTestWorkPaper,/R11/Support/R11.2A_FW May 2016 Billing against Accrued.pdf
CIT39638,ControlTesterTestItem,/R12/Support/R12.16C_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38461,ControlTestWorkPaper,/R11/Support/R11.3A_FW June 2016 - Billing against Accrued.xlsx.pdf
CIT39638,ControlTesterTestItem,/R12/Support/R12.16D_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38461,ControlTestWorkPaper,/R11/Support/R11.4A_FW Billing vs Accrued - August revenue in Sept Posting period.xlsx.pdf
CIT39638,ControlTesterTestItem,/R12/Support/R12.16E_FW_ Question about a Credit Memo - RareMill.pdf
AWCT38611,ControlTestWorkPaper,/2 - Salesforce.xlsx
AWCT38470,ControlTestWorkPaper,/R10.4/Invoice Screenshots/R10.4.1_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Data Delivery Emails/1_Ericsson AB_Delivery.pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Invoice Screenshots/R10.4.2_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Invoice Screenshots/R10.4.3_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Invoice Screenshots/R10.4.4_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Invoice Screenshots/R10.4.5_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Invoice Screenshots/R10.4.6_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Invoice Screenshots/R10.4.7_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Invoice Screenshots/R10.4.8_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38653,ControlTestWorkPaper,/IT4.3 - LeadGen and Jenkins back-up.pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/October/R10.4.2.2_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/October/R10.4.2.3_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/October/R10.4.2.4_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/October/R10.4.2.5_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/October/R10.4.2.6_Ookla and RI Balance Sheet - NetSuite (Ziff Davis LLC).pdf
AWCT38559,ControlTestWorkPaper,/SFDC_User_Review_2016_Q4.xlsx
AWCT38559,ControlTestWorkPaper,/Q4 2016 - NetSuite User Access Review.xlsx
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.3_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.4_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.5_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.6_Ookla and RI Balance Sheet - NetSuite (Ziff Davis LLC).pdf
CIT39638,ControlTesterTestItem,/R12/Support/R12.16A_Credit Memo - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.8_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.9_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.10_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.11_Journal - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.12_Credit Memo - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Deferred Revenue Support/November/R10.4.3.13_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Data Delivery Emails/7_ Telenet NV_Delivery.pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Data Delivery Emails/3_Spark Connect_Delivery.pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Data Delivery Emails/4_Shanghai Alcatel_Delivery.pdf
AWCT38470,ControlTestWorkPaper,/R10.4/Data Delivery Emails/5_PT Smartfren_Delivery.pdf
AWCT38611,ControlTestWorkPaper,/3 - LDAP.xlsx
AWCT38611,ControlTestWorkPaper,/4 - CEBToolbox.xlsx
AWCT38611,ControlTestWorkPaper,/9 - Operative One.xlsx
CIT39638,ControlTesterTestItem,/R12/Support/R12.16F.xlsx
AWCT38222,ControlTestWorkPaper,/IT01.05_Testing_Final_November 2016.xlsx
AWCT38222,ControlTestWorkPaper,/4 - Q3 Adjuster/A - Q3 Instructions.pdf
AWCT38222,ControlTestWorkPaper,/1 - Q2 Adbook/A - Q2 Instructions.pdf
AWCT38222,ControlTestWorkPaper,/1 - Q2 Adbook/Adbook_User List Submission.msg
AWCT38222,ControlTestWorkPaper,/1 - Q2 Adbook/Approval_Liane Chugerman.msg
AWCT38222,ControlTestWorkPaper,/1 - Q2 Adbook/B - User List Submission From Adbook.pdf
AWCT38222,ControlTestWorkPaper,/1 - Q2 Adbook/B - Ziff User Audit.xlsx
AWCT38222,ControlTestWorkPaper,/1 - Q2 Adbook/C - Approval by Liane Chugerman.pdf
AWCT38222,ControlTestWorkPaper,/2 - Q3 Adbook/A - Q3 Instructions.pdf
AWCT38222,ControlTestWorkPaper,/2 - Q3 Adbook/Approval_Liane Chugerman.msg
AWCT38222,ControlTestWorkPaper,/2 - Q3 Adbook/B - Report Submission from Adbook Help Desk.pdf
AWCT38222,ControlTestWorkPaper,/2 - Q3 Adbook/B - Ziff AdBook User Permissions.xlsx
AWCT38222,ControlTestWorkPaper,/2 - Q3 Adbook/C - Approval by Liane Chugerman.pdf
AWCT38222,ControlTestWorkPaper,/2 - Q3 Adbook/Submission from Adbook Help Desk.msg
AWCT38222,ControlTestWorkPaper,/3 - Q2 Adjuster/A - Q2 Instructions.pdf
AWCT38222,ControlTestWorkPaper,/3 - Q2 Adjuster/Adjuster Account Services.msg
AWCT38222,ControlTestWorkPaper,/3 - Q2 Adjuster/Approval_Liane Chugerman.msg
AWCT38222,ControlTestWorkPaper,/3 - Q2 Adjuster/B - E-mail Confirmation of User List from Adjuster.pdf
AWCT38222,ControlTestWorkPaper,/3 - Q2 Adjuster/C - Approval by Liane Chugerman.pdf
AWCT38222,ControlTestWorkPaper,/6 - Q3 DFP/A - Q3 Instructions.pdf
AWCT38222,ControlTestWorkPaper,/4 - Q3 Adjuster/Approval_Liane Chugerman.msg
AWCT38222,ControlTestWorkPaper,/4 - Q3 Adjuster/B - ActiveLogins_Aug16.xlsx
AWCT38222,ControlTestWorkPaper,/4 - Q3 Adjuster/B - Submission of User List by Adjuster.pdf
AWCT38222,ControlTestWorkPaper,/4 - Q3 Adjuster/C - Approval by Liane Chugerman.pdf
AWCT38222,ControlTestWorkPaper,/4 - Q3 Adjuster/Submission from Adjuster.msg
AWCT38222,ControlTestWorkPaper,/5 - Q2 DFP/A - Q2 Instructions.pdf
AWCT38222,ControlTestWorkPaper,/5 - Q2 DFP/Approval_Liane Chugerman.msg
AWCT38222,ControlTestWorkPaper,/5 - Q2 DFP/B - DFP - 1.png
AWCT38222,ControlTestWorkPaper,/5 - Q2 DFP/B - DFP - 2.png
AWCT38222,ControlTestWorkPaper,/5 - Q2 DFP/B - DFP - 3.png
AWCT38222,ControlTestWorkPaper,/5 - Q2 DFP/B - DFP - 4.png
AWCT38222,ControlTestWorkPaper,/5 - Q2 DFP/C - Approval by Liane Chugerman.pdf
AWCT38417,ControlTestWorkPaper,/R09/Support/Q1 - March/R09.1.2_March 2016 - Multiple Element Contract Review.docx
AWCT38222,ControlTestWorkPaper,/6 - Q3 DFP/Approval - Liane Chugerman.msg
AWCT38222,ControlTestWorkPaper,/6 - Q3 DFP/C - Approval by Liane Chugerman.pdf
AWCT38222,ControlTestWorkPaper,/6 - Q3 DFP/DFP1.png
AWCT38222,ControlTestWorkPaper,/6 - Q3 DFP/DFP2.png
AWCT38222,ControlTestWorkPaper,/6 - Q3 DFP/DFP3.png
AWCT38222,ControlTestWorkPaper,/6 - Q3 DFP/DFP4.png
AWCT38417,ControlTestWorkPaper,/R09/Support/Q2 - September/R09.2.1_Q3 2016 Revenue - Multiple Element Arrangements_Free Goods and Services.pdf
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.15-2304 - Deferred Advertising Revenue.xlsx
AWCT38417,ControlTestWorkPaper,/R09/Support/Q2 - September/R09.2.2_September 2016 - Multiple Element Contract Review.docx
CIT39638,ControlTesterTestItem,/R12/Support/R12.17A_Credit Memo - NetSuite (Ziff Davis LLC).pdf
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04 Final Testing.xlsx
CIT39638,ControlTesterTestItem,/R12/Support/R12.17B_Credit Memo - NetSuite (Ziff Davis LLC).pdf
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04 Sample.xlsx
CIT39638,ControlTesterTestItem,/R12/Support/R12.17C_Credit approval email- Invoice 145735.pdf
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.1-1101 BofA ZD Operating Account US_August 2016.xlsx
CIT39638,ControlTesterTestItem,/R12/Support/R12.17D_Invoice - NetSuite (Ziff Davis LLC).pdf
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.3-1302 Prepaid Insurance.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.4-1312 Employee Loans and Advances (USA)_August 2016.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.5-1502- Furniture and Fixtures.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.6-1503 Capital Software Development.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.7-1802 Trademarks and Copywrites.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.8_9-1806_1906-Advertiser Base.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.10-1910 - Acc Amort-Trade Names.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.11-1808 - Non Compete Agreements.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.13-2104 - Subscription Refunds Payable.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.14-2218 - Accrued General Expenses (CY).xlsx
AWCT38417,ControlTestWorkPaper,/R09/Support/Q1 - March/R09.1.1_RFW Q1 2016 Revenue - Multiple Element ArrangementsFree Goods and Services.pdf
AI37987,AuditIssue,/AP16 Confirmation - Rashida Jones.msg
AWCT37931,ControlTestWorkPaper,/0-  IGN Testing Workbook - Phase 2.xlsx
AWCT37284,ControlTestWorkPaper,/R06.15_C - Customer Orders/27 - Madison Logic Additional 150 Leads Reservation.JPG
AWCT38108,ControlTestWorkPaper,/1.1 - Submission E-Mail.pdf
AWCT38108,ControlTestWorkPaper,/1.2_LogonFailures 62716_70316.pdf
AWCT38108,ControlTestWorkPaper,/1.3_LogonFailuresbasedonusers 62716_70316.pdf
AWCT38108,ControlTestWorkPaper,/2.1 - Submission E-Mail.pdf
AWCT38108,ControlTestWorkPaper,/2.2 - LogonFailuresbasedonusers 80816_81416.pdf
AWCT38108,ControlTestWorkPaper,/2.3 - LogonFailures 80816_81416.pdf
AWCT38108,ControlTestWorkPaper,/3.1 - Submission E-mail.pdf
AWCT38108,ControlTestWorkPaper,/3.2 - LogonFailuresbasedonusers 82216_82816.pdf
AWCT38108,ControlTestWorkPaper,/3.3 - LogonFailures 82216_82816.pdf
AWCT38108,ControlTestWorkPaper,/4.1 - Submission E-mail.pdf
AWCT38108,ControlTestWorkPaper,/4.2 - LogonFailuresbasedonusers 91916_92516.pdf
AWCT38108,ControlTestWorkPaper,/4.3 - LogonFailures 91916_92516.pdf
AWCT38108,ControlTestWorkPaper,/5.1 - Submission E-mail.pdf
AWCT38108,ControlTestWorkPaper,/5.2 - LogonFailuresbasedonusers 92616_10216.pdf
AWCT38108,ControlTestWorkPaper,/5.3 - LogonFailures 92616_10216.pdf
AWCT38288,ControlTestWorkPaper,/P04- Pay Change Final Testing (FY16).xlsx
AWCT37931,ControlTestWorkPaper,/R06.4A Sept2016 - Accural Support IGN US Revenue.xlsx
AWCT37931,ControlTestWorkPaper,/R06.4B Sep2016 CombinedCampaignReport.xlsx
AWCT37931,ControlTestWorkPaper,/R06.4C Sep2016 Month End Confirmation - 10.6.16.pdf
AWCT37931,ControlTestWorkPaper,/C - Delivery Support/0 - AdJuster_September_2016.xlsx
AWCT37931,ControlTestWorkPaper,/C - Delivery Support/R06.4-6 Delivery Snapchat Support_Shadowverse__9_9_16.xlsx
AWCT37931,ControlTestWorkPaper,/C - Delivery Support/R06.4-8 Delivery Snapchat Support_TacoBell_9_20_16.xlsx
AWCT37931,ControlTestWorkPaper,/C - Delivery Support/R06.4-9 Delivery Shadowverse AdJuster.xlsx
AWCT37931,ControlTestWorkPaper,/C - Delivery Support/R06.4-10 Delivery Snapchat _Gotham S3.xlsx
AWCT37931,ControlTestWorkPaper,/C - Delivery Support/R06.4-14 Delivery AdJuster.xlsx
AWCT37931,ControlTestWorkPaper,/C - Delivery Support/R06.4-15 Taco-Bell-Sept.xlsx
AWCT37931,ControlTestWorkPaper,/C - Delivery Support/R06.4-18 Delivery 8807 PS Hardware.XLSX
AWCT37931,ControlTestWorkPaper,/C - Delivery Support/R06.4-19 Delivery Snapchat Netflix_LukeCage_LFV Takeover_PCR_10_01_16.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.16-1129 BofA ZD Holdings (USD) Account_July 2016.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.17-1801 - Goodwill.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.18-1808 - Non Compete Agreements.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.19-1810- Trade Names.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.20-1908 - Acc Amort-Non Compete Agreements.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.21-1910 - Acc Amort-Trade Names.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.22-2221 - Accrued Audit Fees.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.23-2903 - Note Payable.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.24-1140 Bank Reconciliation Statement.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.25-AR Accounts Reconciliation.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.26-Ookla_1503 Fixed Assets & Deposits_May 2016.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.27-1806 - Advertiser Base.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.28-1810 - Trade Names.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.29-1910 - Acc Amort-Trade Names.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.30-2101Accounts Payable Trade.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.31-1145-WF x 9829 - Salebuild.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.32- 1201 - AR-Advertising.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.33-1505-CIP- Cap Development Software.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.34-1806 - Advertiser Base.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.35-1906 - Acc Amort-Advertiser Base.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.37-1156 - WF Operating Acct - Offers LLC.xlsx
AWCT38288,ControlTestWorkPaper,/P04- Pay Change Test Sample.xlsx
AWCT38339,ControlTestWorkPaper,/CS01/Support/CS01.1_Non Acquisition_Screenshots.xlsx
AWCT38576,ControlTestWorkPaper,/0 - LeadGen CM Testing - Final.xlsx
AWCT38339,ControlTestWorkPaper,/CS01/Support/CS01.3B_Offers.pdf
AWCT38339,ControlTestWorkPaper,/CS01/Support/CS01.2_Offers.pdf
AWCT38339,ControlTestWorkPaper,/CS01/Support/CS01.3A_Offers.pdf
AWCT38339,ControlTestWorkPaper,/CS01/Support/CS01.5_Offers.pdf
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.40-1806 - Advertiser Base.xlsx
AWCT38268,ControlTestWorkPaper,/FSCP09/FSCP09 Testing.xlsx
AWCT38563,ControlTestWorkPaper,/IT15.3.6 - Sandbox.png
AWCT38563,ControlTestWorkPaper,/IT15.3.5 - SFB2BProd.png
AWCT38580,ControlTestWorkPaper,/0 - IT23 Testing - Final.xlsx
AWCT38339,ControlTestWorkPaper,/CS01/Support/CS01.4_Offers.pdf
AWCT38685,ControlTestWorkPaper,/ELC05/Support/ELC05.1_ZDITChangeManagementPolicy_v1.8_01.06.2017_Final.pdf
AWCT38685,ControlTestWorkPaper,/ELC05/Support/ELC05.7_Ziff Davis - UK TE Expense Reimbursement Policy (Updated April 2015).pdf
AWCT38685,ControlTestWorkPaper,/ELC05/Support/ELC05.2_ZD IT and Security Policy_Final_v0.6_August 2016.pdf
AWCT38685,ControlTestWorkPaper,/ELC05/Support/ELC05.3A_Signing Authority Policy_V.3_Master Document_8.6.2015_3 (3).pdf
AWCT38685,ControlTestWorkPaper,/ELC05/Support/ELC05.3B_Signing Authority Policy_Delegation of Authority Tables_09.13.2016 (7).xlsx
AWCT38685,ControlTestWorkPaper,/ELC05/Support/ELC05.4_Ziff Davis - Prepaid Expense Policy.pdf
AWCT38685,ControlTestWorkPaper,/ELC05/Support/ELC05.5_Ziff Davis - Fixed Assets Capitalized Software Policy (1).pdf
AWCT38685,ControlTestWorkPaper,/ELC05/Support/ELC05.6_Ziff Davis - US TE Expense Reimbursement Policy (Updated April 2015) (2).pdf
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.39-1503 - Capital Software Development.xlsx
AWCT38268,ControlTestWorkPaper,/FSCP09/FSCP09.01-Q2-June 2016 - ZD Lease Obligations.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.42-1142 Bank Reconciliation.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.43-0316 Accounts Receivable.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.44-2101 - Accounts Payable Trade.xlsx
AWCT38234,ControlTestWorkPaper,/FSCP04 Final Testing/FSCP04.45-1129 Bank Reconciliation.xlsx
AWCT38446,ControlTestWorkPaper,/IT3.9.1.JPG
AWCT38478,ControlTestWorkPaper,/IT14.3.1.JPG
AWCT38478,ControlTestWorkPaper,/IT14.3.2.JPG
AWCT38478,ControlTestWorkPaper,/SFDC_Users_090716.xlsx
AWCT38446,ControlTestWorkPaper,/Netsuite User Access Listing_8.23.2016.xlsx
AWCT38446,ControlTestWorkPaper,/NetSuite User Access Review -122316.xlsx
AWCT38523,ControlTestWorkPaper,/IT41.1_Duplicate Invoice Screen Shot.png
AWCT38329,ControlTestWorkPaper,/R06.01/E-mails/R06.01.2.1_Actualized 3rd Party_non direct Revenue April 2016.pdf
AWCT38329,ControlTestWorkPaper,/R06.01/E-mails/R06.01.2.2_Actualized 3rd Party_non direct Revenue May 2016.pdf
AWCT38329,ControlTestWorkPaper,/R06.01/E-mails/R06.01.2.3_Re_ Non-Direct Revenue for August.pdf
AWCT38329,ControlTestWorkPaper,/R06.01/E-mails/R06.01.2.4_SalesForce Report - Non-Direct Revenue September 2016.pdf
AWCT38417,ControlTestWorkPaper,/R09/Support/Q2 - September/R09.2.3_Multiple element deals - VP.xlsx
AWCT38543,ControlTestWorkPaper,/0 - IT22 Testing Spreadsheet.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/A - Salesforce as of 9.7.2016.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/B - Salesforce as of 12.22.2016.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/C - NetSuite as of 8.29.2016.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/D - NetSuite as of 11.21.2016.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/E - Adjuster TM as of November 2016.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/F - Adjuster IGN as of November 2016.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/G - DFP Tech Media - December 2016.pdf
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/H - DFP IGN - December 2016.pdf
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/I - Operative One - December 2016.pdf
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/J - Adbook as of December 2016.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/L - NY Domain Groups Report - 12.29.2016.csv
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/L - NY Domain Groups Report - 12.29.2016.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/M - Tableau as of 9.26.2016.pdf
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/N - ADP - ziffdavis_UserInformationReport_11-21-2016-145953.pdf
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/O - CashPro as of 12.14.2016.pdf
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/P - Tableau E-Media November 2016.png
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/Q - Toolbox-AWS December 2016.xlsx
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/R - GITHUB - Toolbox Repo - December 2016.pdf
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/S - Jenkins Role Operations - December 2016.JPG
AWCT38543,ControlTestWorkPaper,/D - User Access Lists/T - Group LG Tools - December 2016.JPG
AWCT38252,ControlTestWorkPaper,/R10/Support/Independent Support/R10.20C_Monthly Commerce Report (April 2016).xlsx
AWCT38252,ControlTestWorkPaper,/R10/Support/Independent Support/R10.20B_Monthly Commerce Report (Jan 2016).xlsx
AWCT38226,ControlTestWorkPaper,/1 - Q2 Adjuster/A - Q2 Instructions.pdf
AWCT38226,ControlTestWorkPaper,/1 - Q2 Adjuster/B - E-Mail from Adjuster - User List.pdf
AWCT38226,ControlTestWorkPaper,/1 - Q2 Adjuster/B - IGN - Adjuster Instance Users June 2016.xlsx
AWCT38226,ControlTestWorkPaper,/1 - Q2 Adjuster/C - Approval - Belkis Carrasco.pdf
AWCT38226,ControlTestWorkPaper,/1 - Q2 Adjuster/C - Submission of Reports by Aaron Smith.pdf
AWCT38226,ControlTestWorkPaper,/3 - Q2 DFP/A - Q2 Instructions.pdf
AWCT38226,ControlTestWorkPaper,/2 - Q3 Adjuster/A - Q3 Instructions.pdf
AWCT38226,ControlTestWorkPaper,/2 - Q3 Adjuster/B - Adjuster - IGN_Users_Sept16.xlsx
AWCT38226,ControlTestWorkPaper,/2 - Q3 Adjuster/C - Approval of Belkis Carrasco.pdf
AWCT38226,ControlTestWorkPaper,/4 - Q3 DFP/A - Q3 Instructions.pdf
AWCT38226,ControlTestWorkPaper,/3 - Q2 DFP/B - IGN - DFP Instance Users June 2016 screenshot 1.jpg
AWCT38226,ControlTestWorkPaper,/3 - Q2 DFP/B - IGN - DFP Instance Users June 2016 screenshot 2.jpg
AWCT38226,ControlTestWorkPaper,/3 - Q2 DFP/B - IGN - DFP Instance Users June 2016 screenshot 3.jpg
AWCT38226,ControlTestWorkPaper,/3 - Q2 DFP/B - IGN US - DFP Instance Users June 2016.xlsx
AWCT38226,ControlTestWorkPaper,/3 - Q2 DFP/C - Approval - Belkis Carrasco.pdf
AWCT38226,ControlTestWorkPaper,/3 - Q2 DFP/C - Submission of Reports by Aaron Smith.pdf
AWCT38226,ControlTestWorkPaper,/5 - Q2 Operative One/A - Q2 Instructions.pdf
AWCT38226,ControlTestWorkPaper,/4 - Q3 DFP/B - IGN_1.png
AWCT38226,ControlTestWorkPaper,/4 - Q3 DFP/B - IGN_2.png
